"Step","Conventional RGCN - loss","Conventional RGCN - loss__MIN","Conventional RGCN - loss__MAX","Med-LINK - loss","Med-LINK - loss__MIN","Med-LINK - loss__MAX"
"26","0.6633870601654053","0.6633870601654053","0.6633870601654053","0.5941501259803772","0.5941501259803772","0.5941501259803772"
"27","0.673570454120636","0.673570454120636","0.673570454120636","0.5501957535743713","0.5501957535743713","0.5501957535743713"
"28","0.6597710847854614","0.6597710847854614","0.6597710847854614","0.5279035568237305","0.5279035568237305","0.5279035568237305"
"29","0.6451147198677063","0.6451147198677063","0.6451147198677063","0.5102811455726624","0.5102811455726624","0.5102811455726624"
"30","0.6500380635261536","0.6500380635261536","0.6500380635261536","0.49952828884124756","0.49952828884124756","0.49952828884124756"
"31","0.6476236581802368","0.6476236581802368","0.6476236581802368","0.5080997347831726","0.5080997347831726","0.5080997347831726"
"32","0.6338460445404053","0.6338460445404053","0.6338460445404053","0.6210432648658752","0.6210432648658752","0.6210432648658752"
"33","0.6269417405128479","0.6269417405128479","0.6269417405128479","0.49552395939826965","0.49552395939826965","0.49552395939826965"
"34","0.6152603030204773","0.6152603030204773","0.6152603030204773","0.4933792054653168","0.4933792054653168","0.4933792054653168"
"35","0.6033576130867004","0.6033576130867004","0.6033576130867004","0.4906887412071228","0.4906887412071228","0.4906887412071228"
"36","0.5930570363998413","0.5930570363998413","0.5930570363998413","0.49215441942214966","0.49215441942214966","0.49215441942214966"
"37","0.6036947965621948","0.6036947965621948","0.6036947965621948","0.4904421269893646","0.4904421269893646","0.4904421269893646"
"38","0.5878827571868896","0.5878827571868896","0.5878827571868896","0.49371710419654846","0.49371710419654846","0.49371710419654846"
"39","0.5821041464805603","0.5821041464805603","0.5821041464805603","0.4934285879135132","0.4934285879135132","0.4934285879135132"
"40","0.5705777406692505","0.5705777406692505","0.5705777406692505","0.4911825656890869","0.4911825656890869","0.4911825656890869"
"41","0.5586639642715454","0.5586639642715454","0.5586639642715454","0.49695712327957153","0.49695712327957153","0.49695712327957153"
"42","0.5618805289268494","0.5618805289268494","0.5618805289268494","0.49183356761932373","0.49183356761932373","0.49183356761932373"
"43","0.5466310977935791","0.5466310977935791","0.5466310977935791","0.48503348231315613","0.48503348231315613","0.48503348231315613"
"44","0.5407668352127075","0.5407668352127075","0.5407668352127075","0.4918935000896454","0.4918935000896454","0.4918935000896454"
"45","0.5337542295455933","0.5337542295455933","0.5337542295455933","0.4958587884902954","0.4958587884902954","0.4958587884902954"
"46","0.5318439602851868","0.5318439602851868","0.5318439602851868","0.48811963200569153","0.48811963200569153","0.48811963200569153"
"47","0.5275865197181702","0.5275865197181702","0.5275865197181702","0.4950951337814331","0.4950951337814331","0.4950951337814331"
"48","0.5302616357803345","0.5302616357803345","0.5302616357803345","0.49130114912986755","0.49130114912986755","0.49130114912986755"
"49","0.5257750153541565","0.5257750153541565","0.5257750153541565","0.4860597848892212","0.4860597848892212","0.4860597848892212"
"51","0.5134585499763489","0.5134585499763489","0.5134585499763489","0.4860770106315613","0.4860770106315613","0.4860770106315613"
"52","0.5194655060768127","0.5194655060768127","0.5194655060768127","0.4928165674209595","0.4928165674209595","0.4928165674209595"
"53","0.5135328769683838","0.5135328769683838","0.5135328769683838","0.48526763916015625","0.48526763916015625","0.48526763916015625"
"54","0.5092775225639343","0.5092775225639343","0.5092775225639343","0.49048712849617004","0.49048712849617004","0.49048712849617004"
"55","0.5185605883598328","0.5185605883598328","0.5185605883598328","0.48889851570129395","0.48889851570129395","0.48889851570129395"
"56","0.5188127160072327","0.5188127160072327","0.5188127160072327","0.4905977249145508","0.4905977249145508","0.4905977249145508"
"57","0.5084221363067627","0.5084221363067627","0.5084221363067627","0.4931233823299408","0.4931233823299408","0.4931233823299408"
"58","0.5112715363502502","0.5112715363502502","0.5112715363502502","0.49146315455436707","0.49146315455436707","0.49146315455436707"
"59","0.5088546872138977","0.5088546872138977","0.5088546872138977","0.4839942455291748","0.4839942455291748","0.4839942455291748"
"60","0.5036482810974121","0.5036482810974121","0.5036482810974121","0.47942131757736206","0.47942131757736206","0.47942131757736206"
"61","0.5034580826759338","0.5034580826759338","0.5034580826759338","0.4933394491672516","0.4933394491672516","0.4933394491672516"
"62","0.506197452545166","0.506197452545166","0.506197452545166","0.4876096546649933","0.4876096546649933","0.4876096546649933"
"63","0.5052050948143005","0.5052050948143005","0.5052050948143005","0.48646149039268494","0.48646149039268494","0.48646149039268494"
"64","0.5106874704360962","0.5106874704360962","0.5106874704360962","0.47869905829429626","0.47869905829429626","0.47869905829429626"
"65","0.5029453039169312","0.5029453039169312","0.5029453039169312","0.4823426306247711","0.4823426306247711","0.4823426306247711"
"66","0.5081202387809753","0.5081202387809753","0.5081202387809753","0.483477383852005","0.483477383852005","0.483477383852005"
"67","0.508050262928009","0.508050262928009","0.508050262928009","0.49232643842697144","0.49232643842697144","0.49232643842697144"
"68","0.5093094110488892","0.5093094110488892","0.5093094110488892","0.4913347363471985","0.4913347363471985","0.4913347363471985"
"69","0.4981342852115631","0.4981342852115631","0.4981342852115631","0.4864443838596344","0.4864443838596344","0.4864443838596344"
"70","0.5026102066040039","0.5026102066040039","0.5026102066040039","0.4802994132041931","0.4802994132041931","0.4802994132041931"
"71","0.5027814507484436","0.5027814507484436","0.5027814507484436","0.4873736500740051","0.4873736500740051","0.4873736500740051"
"72","0.506605863571167","0.506605863571167","0.506605863571167","0.481698215007782","0.481698215007782","0.481698215007782"
"73","0.5102427005767822","0.5102427005767822","0.5102427005767822","0.48438677191734314","0.48438677191734314","0.48438677191734314"
"74","0.5022890567779541","0.5022890567779541","0.5022890567779541","0.49630457162857056","0.49630457162857056","0.49630457162857056"
"75","0.5024524927139282","0.5024524927139282","0.5024524927139282","0.48273855447769165","0.48273855447769165","0.48273855447769165"
"76","0.4976760447025299","0.4976760447025299","0.4976760447025299","0.4867531955242157","0.4867531955242157","0.4867531955242157"
"77","0.5004858374595642","0.5004858374595642","0.5004858374595642","0.4951903223991394","0.4951903223991394","0.4951903223991394"
"78","0.5025733709335327","0.5025733709335327","0.5025733709335327","0.48910969495773315","0.48910969495773315","0.48910969495773315"
"79","0.5120995044708252","0.5120995044708252","0.5120995044708252","0.4831300675868988","0.4831300675868988","0.4831300675868988"
"80","0.4954095780849457","0.4954095780849457","0.4954095780849457","0.4881564676761627","0.4881564676761627","0.4881564676761627"
"81","0.5018830299377441","0.5018830299377441","0.5018830299377441","0.4910680651664734","0.4910680651664734","0.4910680651664734"
"82","0.5083934664726257","0.5083934664726257","0.5083934664726257","0.48763927817344666","0.48763927817344666","0.48763927817344666"
"83","0.503637969493866","0.503637969493866","0.503637969493866","0.48645398020744324","0.48645398020744324","0.48645398020744324"
"84","0.5099536776542664","0.5099536776542664","0.5099536776542664","0.49918457865715027","0.49918457865715027","0.49918457865715027"
"85","0.5096002817153931","0.5096002817153931","0.5096002817153931","0.49899545311927795","0.49899545311927795","0.49899545311927795"
"86","0.5086374282836914","0.5086374282836914","0.5086374282836914","0.4929533898830414","0.4929533898830414","0.4929533898830414"
"87","0.5031015872955322","0.5031015872955322","0.5031015872955322","0.4860283434391022","0.4860283434391022","0.4860283434391022"
"88","0.49169689416885376","0.49169689416885376","0.49169689416885376","0.4813916087150574","0.4813916087150574","0.4813916087150574"
"89","0.5124114751815796","0.5124114751815796","0.5124114751815796","0.4924319088459015","0.4924319088459015","0.4924319088459015"
"90","0.499043732881546","0.499043732881546","0.499043732881546","0.48591065406799316","0.48591065406799316","0.48591065406799316"
"91","0.5020481944084167","0.5020481944084167","0.5020481944084167","0.49464669823646545","0.49464669823646545","0.49464669823646545"
"92","0.497890830039978","0.497890830039978","0.497890830039978","0.48932668566703796","0.48932668566703796","0.48932668566703796"
"93","0.5043337345123291","0.5043337345123291","0.5043337345123291","0.489637166261673","0.489637166261673","0.489637166261673"
"94","0.5106886029243469","0.5106886029243469","0.5106886029243469","0.47829991579055786","0.47829991579055786","0.47829991579055786"
"95","0.517626941204071","0.517626941204071","0.517626941204071","0.4871186912059784","0.4871186912059784","0.4871186912059784"
"96","0.5064356923103333","0.5064356923103333","0.5064356923103333","0.4852920472621918","0.4852920472621918","0.4852920472621918"
"97","0.49883168935775757","0.49883168935775757","0.49883168935775757","0.48900675773620605","0.48900675773620605","0.48900675773620605"
"98","0.5003256797790527","0.5003256797790527","0.5003256797790527","0.49090951681137085","0.49090951681137085","0.49090951681137085"
"99","0.5094872117042542","0.5094872117042542","0.5094872117042542","0.4789912700653076","0.4789912700653076","0.4789912700653076"
"100","0.5076183080673218","0.5076183080673218","0.5076183080673218","0.491286963224411","0.491286963224411","0.491286963224411"
"102","0.49428191781044006","0.49428191781044006","0.49428191781044006","0.48654305934906006","0.48654305934906006","0.48654305934906006"
"103","0.5016958117485046","0.5016958117485046","0.5016958117485046","0.4829097390174866","0.4829097390174866","0.4829097390174866"
"104","0.49836084246635437","0.49836084246635437","0.49836084246635437","0.490429550409317","0.490429550409317","0.490429550409317"
"105","0.4905243217945099","0.4905243217945099","0.4905243217945099","0.4920997619628906","0.4920997619628906","0.4920997619628906"
"106","0.49517014622688293","0.49517014622688293","0.49517014622688293","0.4876319169998169","0.4876319169998169","0.4876319169998169"
"107","0.496226966381073","0.496226966381073","0.496226966381073","0.4780464470386505","0.4780464470386505","0.4780464470386505"
"108","0.49217140674591064","0.49217140674591064","0.49217140674591064","0.48619213700294495","0.48619213700294495","0.48619213700294495"
"109","0.49707648158073425","0.49707648158073425","0.49707648158073425","0.4917513132095337","0.4917513132095337","0.4917513132095337"
"110","0.5002618432044983","0.5002618432044983","0.5002618432044983","0.4831729531288147","0.4831729531288147","0.4831729531288147"
"111","0.5030397772789001","0.5030397772789001","0.5030397772789001","0.48454999923706055","0.48454999923706055","0.48454999923706055"
"112","0.4955283999443054","0.4955283999443054","0.4955283999443054","0.4901818335056305","0.4901818335056305","0.4901818335056305"
"113","0.4991932511329651","0.4991932511329651","0.4991932511329651","0.4822350740432739","0.4822350740432739","0.4822350740432739"
"114","0.4977676272392273","0.4977676272392273","0.4977676272392273","0.48874664306640625","0.48874664306640625","0.48874664306640625"
"115","0.49901291728019714","0.49901291728019714","0.49901291728019714","0.4863010346889496","0.4863010346889496","0.4863010346889496"
"116","0.49536430835723877","0.49536430835723877","0.49536430835723877","0.4872424602508545","0.4872424602508545","0.4872424602508545"
"117","0.48888736963272095","0.48888736963272095","0.48888736963272095","0.4879733622074127","0.4879733622074127","0.4879733622074127"
"118","0.5004847049713135","0.5004847049713135","0.5004847049713135","0.4891031086444855","0.4891031086444855","0.4891031086444855"
"119","0.49633216857910156","0.49633216857910156","0.49633216857910156","0.49564895033836365","0.49564895033836365","0.49564895033836365"
"120","0.4935176372528076","0.4935176372528076","0.4935176372528076","0.4905388355255127","0.4905388355255127","0.4905388355255127"
"121","0.4994688630104065","0.4994688630104065","0.4994688630104065","0.4920176863670349","0.4920176863670349","0.4920176863670349"
"122","0.4978460967540741","0.4978460967540741","0.4978460967540741","0.4856835901737213","0.4856835901737213","0.4856835901737213"
"123","0.5065272450447083","0.5065272450447083","0.5065272450447083","0.49295729398727417","0.49295729398727417","0.49295729398727417"
"124","0.4961943030357361","0.4961943030357361","0.4961943030357361","0.48974403738975525","0.48974403738975525","0.48974403738975525"
"125","0.4984246790409088","0.4984246790409088","0.4984246790409088","0.4922877550125122","0.4922877550125122","0.4922877550125122"
"126","0.499912828207016","0.499912828207016","0.499912828207016","0.4821118712425232","0.4821118712425232","0.4821118712425232"
"127","0.4939563274383545","0.4939563274383545","0.4939563274383545","0.48590606451034546","0.48590606451034546","0.48590606451034546"
"128","0.4954909384250641","0.4954909384250641","0.4954909384250641","0.4916377365589142","0.4916377365589142","0.4916377365589142"
"129","0.4910089373588562","0.4910089373588562","0.4910089373588562","0.48955589532852173","0.48955589532852173","0.48955589532852173"
"130","0.5087876319885254","0.5087876319885254","0.5087876319885254","0.48274338245391846","0.48274338245391846","0.48274338245391846"
"131","0.4969704747200012","0.4969704747200012","0.4969704747200012","0.4839557111263275","0.4839557111263275","0.4839557111263275"
"132","0.5030592083930969","0.5030592083930969","0.5030592083930969","0.4909600019454956","0.4909600019454956","0.4909600019454956"
"133","0.5027558207511902","0.5027558207511902","0.5027558207511902","0.4918089807033539","0.4918089807033539","0.4918089807033539"
"134","0.5003976821899414","0.5003976821899414","0.5003976821899414","0.48243406414985657","0.48243406414985657","0.48243406414985657"
"135","0.5065779685974121","0.5065779685974121","0.5065779685974121","0.4852319061756134","0.4852319061756134","0.4852319061756134"
"136","0.509536623954773","0.509536623954773","0.509536623954773","0.4906581938266754","0.4906581938266754","0.4906581938266754"
"137","0.497416228055954","0.497416228055954","0.497416228055954","0.4798842966556549","0.4798842966556549","0.4798842966556549"
"138","0.4995538890361786","0.4995538890361786","0.4995538890361786","0.48068326711654663","0.48068326711654663","0.48068326711654663"
"139","0.49710896611213684","0.49710896611213684","0.49710896611213684","0.48197945952415466","0.48197945952415466","0.48197945952415466"
"140","0.502530574798584","0.502530574798584","0.502530574798584","0.47702303528785706","0.47702303528785706","0.47702303528785706"
"141","0.49732404947280884","0.49732404947280884","0.49732404947280884","0.4852195084095001","0.4852195084095001","0.4852195084095001"
"142","0.5027520060539246","0.5027520060539246","0.5027520060539246","0.4909764230251312","0.4909764230251312","0.4909764230251312"
"143","0.4893764555454254","0.4893764555454254","0.4893764555454254","0.48640748858451843","0.48640748858451843","0.48640748858451843"
"144","0.4918639361858368","0.4918639361858368","0.4918639361858368","0.49147072434425354","0.49147072434425354","0.49147072434425354"
"145","0.48784151673316956","0.48784151673316956","0.48784151673316956","0.4833981990814209","0.4833981990814209","0.4833981990814209"
"146","0.48962128162384033","0.48962128162384033","0.48962128162384033","0.4879792630672455","0.4879792630672455","0.4879792630672455"
"147","0.4975317418575287","0.4975317418575287","0.4975317418575287","0.496428519487381","0.496428519487381","0.496428519487381"
"148","0.49390268325805664","0.49390268325805664","0.49390268325805664","0.48465248942375183","0.48465248942375183","0.48465248942375183"
"149","0.48754575848579407","0.48754575848579407","0.48754575848579407","0.47968223690986633","0.47968223690986633","0.47968223690986633"
"150","0.501327395439148","0.501327395439148","0.501327395439148","0.4807695150375366","0.4807695150375366","0.4807695150375366"
"151","0.49472498893737793","0.49472498893737793","0.49472498893737793","0.4924517869949341","0.4924517869949341","0.4924517869949341"
"153","0.5007477402687073","0.5007477402687073","0.5007477402687073","0.4870308041572571","0.4870308041572571","0.4870308041572571"
"154","0.5011492371559143","0.5011492371559143","0.5011492371559143","0.48770588636398315","0.48770588636398315","0.48770588636398315"
"155","0.5008477568626404","0.5008477568626404","0.5008477568626404","0.47197359800338745","0.47197359800338745","0.47197359800338745"
"156","0.4953579902648926","0.4953579902648926","0.4953579902648926","0.49463966488838196","0.49463966488838196","0.49463966488838196"
"157","0.4871335029602051","0.4871335029602051","0.4871335029602051","0.48439761996269226","0.48439761996269226","0.48439761996269226"
"158","0.4923495054244995","0.4923495054244995","0.4923495054244995","0.47597163915634155","0.47597163915634155","0.47597163915634155"
"159","0.4982275068759918","0.4982275068759918","0.4982275068759918","0.4850105345249176","0.4850105345249176","0.4850105345249176"
"160","0.5002641677856445","0.5002641677856445","0.5002641677856445","0.47847115993499756","0.47847115993499756","0.47847115993499756"
"161","0.4989819824695587","0.4989819824695587","0.4989819824695587","0.468186616897583","0.468186616897583","0.468186616897583"
"162","0.4997100532054901","0.4997100532054901","0.4997100532054901","0.4694405198097229","0.4694405198097229","0.4694405198097229"
"163","0.4926736354827881","0.4926736354827881","0.4926736354827881","0.41322463750839233","0.41322463750839233","0.41322463750839233"
"164","0.5007075071334839","0.5007075071334839","0.5007075071334839","0.4149303138256073","0.4149303138256073","0.4149303138256073"
"165","0.49896976351737976","0.49896976351737976","0.49896976351737976","0.31276240944862366","0.31276240944862366","0.31276240944862366"
"166","0.49867120385169983","0.49867120385169983","0.49867120385169983","0.751369059085846","0.751369059085846","0.751369059085846"
"167","0.49608564376831055","0.49608564376831055","0.49608564376831055","0.2825402021408081","0.2825402021408081","0.2825402021408081"
"168","0.48714545369148254","0.48714545369148254","0.48714545369148254","0.37311336398124695","0.37311336398124695","0.37311336398124695"
"169","0.4957425892353058","0.4957425892353058","0.4957425892353058","0.4362800717353821","0.4362800717353821","0.4362800717353821"
"170","0.4977456331253052","0.4977456331253052","0.4977456331253052","0.4377805292606354","0.4377805292606354","0.4377805292606354"
"171","0.5010413527488708","0.5010413527488708","0.5010413527488708","0.341148316860199","0.341148316860199","0.341148316860199"
"172","0.49600955843925476","0.49600955843925476","0.49600955843925476","0.19515947997570038","0.19515947997570038","0.19515947997570038"
"173","0.4952547550201416","0.4952547550201416","0.4952547550201416","0.10748381167650223","0.10748381167650223","0.10748381167650223"
"174","0.49390649795532227","0.49390649795532227","0.49390649795532227","0.07552184909582138","0.07552184909582138","0.07552184909582138"
"175","0.5022916197776794","0.5022916197776794","0.5022916197776794","0.08303390443325043","0.08303390443325043","0.08303390443325043"
"176","0.490526407957077","0.490526407957077","0.490526407957077","0.07697684317827225","0.07697684317827225","0.07697684317827225"
"177","0.49528324604034424","0.49528324604034424","0.49528324604034424","0.07530270516872406","0.07530270516872406","0.07530270516872406"
"178","0.49594345688819885","0.49594345688819885","0.49594345688819885","0.0646691843867302","0.0646691843867302","0.0646691843867302"
"179","0.49722686409950256","0.49722686409950256","0.49722686409950256","0.07419627904891968","0.07419627904891968","0.07419627904891968"
"180","0.5001884698867798","0.5001884698867798","0.5001884698867798","0.06093854457139969","0.06093854457139969","0.06093854457139969"
"181","0.49996060132980347","0.49996060132980347","0.49996060132980347","0.04006173089146614","0.04006173089146614","0.04006173089146614"
"182","0.5022680163383484","0.5022680163383484","0.5022680163383484","0.045231036841869354","0.045231036841869354","0.045231036841869354"
"183","0.4945940673351288","0.4945940673351288","0.4945940673351288","0.041155390441417694","0.041155390441417694","0.041155390441417694"
"184","0.49280473589897156","0.49280473589897156","0.49280473589897156","0.03905877470970154","0.03905877470970154","0.03905877470970154"
"185","0.4973568022251129","0.4973568022251129","0.4973568022251129","0.043555814772844315","0.043555814772844315","0.043555814772844315"
"186","0.4962943494319916","0.4962943494319916","0.4962943494319916","0.039634354412555695","0.039634354412555695","0.039634354412555695"
"187","0.4956667423248291","0.4956667423248291","0.4956667423248291","0.03971054032444954","0.03971054032444954","0.03971054032444954"
"188","0.4956532120704651","0.4956532120704651","0.4956532120704651","0.03914736583828926","0.03914736583828926","0.03914736583828926"
"189","0.49604669213294983","0.49604669213294983","0.49604669213294983","0.04156404733657837","0.04156404733657837","0.04156404733657837"
"190","0.4947098195552826","0.4947098195552826","0.4947098195552826","0.03800950571894646","0.03800950571894646","0.03800950571894646"
"191","0.49446406960487366","0.49446406960487366","0.49446406960487366","0.03708014637231827","0.03708014637231827","0.03708014637231827"
"192","0.4996635913848877","0.4996635913848877","0.4996635913848877","0.03471650555729866","0.03471650555729866","0.03471650555729866"
"193","0.49474695324897766","0.49474695324897766","0.49474695324897766","0.04095905274152756","0.04095905274152756","0.04095905274152756"
"194","0.49095383286476135","0.49095383286476135","0.49095383286476135","0.0367857962846756","0.0367857962846756","0.0367857962846756"
"195","0.5017731785774231","0.5017731785774231","0.5017731785774231","0.03739575296640396","0.03739575296640396","0.03739575296640396"
"196","0.4996004104614258","0.4996004104614258","0.4996004104614258","0.03813348338007927","0.03813348338007927","0.03813348338007927"
"197","0.5028144121170044","0.5028144121170044","0.5028144121170044","0.0383278913795948","0.0383278913795948","0.0383278913795948"
"198","0.4973187744617462","0.4973187744617462","0.4973187744617462","0.03600185364484787","0.03600185364484787","0.03600185364484787"
"199","0.5016799569129944","0.5016799569129944","0.5016799569129944","0.03868933767080307","0.03868933767080307","0.03868933767080307"
"200","0.4972004294395447","0.4972004294395447","0.4972004294395447","0.03372874855995178","0.03372874855995178","0.03372874855995178"
"201","0.4958229064941406","0.4958229064941406","0.4958229064941406","0.03483250364661217","0.03483250364661217","0.03483250364661217"
"202","0.4928288161754608","0.4928288161754608","0.4928288161754608","0.03369578346610069","0.03369578346610069","0.03369578346610069"
"204","0.49293252825737","0.49293252825737","0.49293252825737","0.03574245795607567","0.03574245795607567","0.03574245795607567"
"205","0.49202218651771545","0.49202218651771545","0.49202218651771545","0.03341563791036606","0.03341563791036606","0.03341563791036606"
"206","0.4998876750469208","0.4998876750469208","0.4998876750469208","0.03752371296286583","0.03752371296286583","0.03752371296286583"
"207","0.4970534145832062","0.4970534145832062","0.4970534145832062","0.03370220214128494","0.03370220214128494","0.03370220214128494"
"208","0.49371030926704407","0.49371030926704407","0.49371030926704407","0.03506261855363846","0.03506261855363846","0.03506261855363846"
"209","0.49529945850372314","0.49529945850372314","0.49529945850372314","0.03904387354850769","0.03904387354850769","0.03904387354850769"
"210","0.495706170797348","0.495706170797348","0.495706170797348","0.038505617529153824","0.038505617529153824","0.038505617529153824"
"211","0.503374457359314","0.503374457359314","0.503374457359314","0.038712676614522934","0.038712676614522934","0.038712676614522934"
"212","0.49870285391807556","0.49870285391807556","0.49870285391807556","0.03561297059059143","0.03561297059059143","0.03561297059059143"
"213","0.5034261345863342","0.5034261345863342","0.5034261345863342","0.038791000843048096","0.038791000843048096","0.038791000843048096"
"214","0.49529993534088135","0.49529993534088135","0.49529993534088135","0.03758394345641136","0.03758394345641136","0.03758394345641136"
"215","0.4948137104511261","0.4948137104511261","0.4948137104511261","0.035871729254722595","0.035871729254722595","0.035871729254722595"
"216","0.4940318465232849","0.4940318465232849","0.4940318465232849","0.034841250628232956","0.034841250628232956","0.034841250628232956"
"217","0.49839624762535095","0.49839624762535095","0.49839624762535095","0.03491184860467911","0.03491184860467911","0.03491184860467911"
"218","0.49391600489616394","0.49391600489616394","0.49391600489616394","0.03691520541906357","0.03691520541906357","0.03691520541906357"
"219","0.4988327920436859","0.4988327920436859","0.4988327920436859","0.03342572972178459","0.03342572972178459","0.03342572972178459"
"220","0.4933815002441406","0.4933815002441406","0.4933815002441406","0.03417997807264328","0.03417997807264328","0.03417997807264328"
"221","0.4985244572162628","0.4985244572162628","0.4985244572162628","0.033499859273433685","0.033499859273433685","0.033499859273433685"
"222","0.4948846101760864","0.4948846101760864","0.4948846101760864","0.033192310482263565","0.033192310482263565","0.033192310482263565"
"223","0.49256765842437744","0.49256765842437744","0.49256765842437744","0.03520355001091957","0.03520355001091957","0.03520355001091957"
"224","0.4963836967945099","0.4963836967945099","0.4963836967945099","0.03640607371926308","0.03640607371926308","0.03640607371926308"
"225","0.4999948740005493","0.4999948740005493","0.4999948740005493","0.034333813935518265","0.034333813935518265","0.034333813935518265"
"226","0.4993014335632324","0.4993014335632324","0.4993014335632324","0.035810086876153946","0.035810086876153946","0.035810086876153946"
"227","0.4983414113521576","0.4983414113521576","0.4983414113521576","0.035937026143074036","0.035937026143074036","0.035937026143074036"
"228","0.5008077025413513","0.5008077025413513","0.5008077025413513","0.034750357270240784","0.034750357270240784","0.034750357270240784"
"229","0.49779996275901794","0.49779996275901794","0.49779996275901794","0.033388007432222366","0.033388007432222366","0.033388007432222366"
"230","0.49452662467956543","0.49452662467956543","0.49452662467956543","0.03234180808067322","0.03234180808067322","0.03234180808067322"
"231","0.4903624355792999","0.4903624355792999","0.4903624355792999","0.03681233525276184","0.03681233525276184","0.03681233525276184"
"232","0.4932999014854431","0.4932999014854431","0.4932999014854431","0.03347727283835411","0.03347727283835411","0.03347727283835411"
"233","0.4912688136100769","0.4912688136100769","0.4912688136100769","0.035002145916223526","0.035002145916223526","0.035002145916223526"
"234","0.5012263059616089","0.5012263059616089","0.5012263059616089","0.03406750038266182","0.03406750038266182","0.03406750038266182"
"235","0.4993671476840973","0.4993671476840973","0.4993671476840973","0.0352504588663578","0.0352504588663578","0.0352504588663578"
"236","0.48677942156791687","0.48677942156791687","0.48677942156791687","0.033497389405965805","0.033497389405965805","0.033497389405965805"
"237","0.4941174387931824","0.4941174387931824","0.4941174387931824","0.03326365724205971","0.03326365724205971","0.03326365724205971"
"238","0.49626362323760986","0.49626362323760986","0.49626362323760986","0.033129703253507614","0.033129703253507614","0.033129703253507614"
"239","0.49445605278015137","0.49445605278015137","0.49445605278015137","0.03562011569738388","0.03562011569738388","0.03562011569738388"
"240","0.4930272102355957","0.4930272102355957","0.4930272102355957","0.032092250883579254","0.032092250883579254","0.032092250883579254"
"241","0.5029162168502808","0.5029162168502808","0.5029162168502808","0.03487052768468857","0.03487052768468857","0.03487052768468857"
"242","0.4983478784561157","0.4983478784561157","0.4983478784561157","0.032425738871097565","0.032425738871097565","0.032425738871097565"
"243","0.4930514097213745","0.4930514097213745","0.4930514097213745","0.03655239939689636","0.03655239939689636","0.03655239939689636"
"244","0.5075159668922424","0.5075159668922424","0.5075159668922424","0.033749718219041824","0.033749718219041824","0.033749718219041824"
"245","0.496355265378952","0.496355265378952","0.496355265378952","0.03402162715792656","0.03402162715792656","0.03402162715792656"
"246","0.5021482110023499","0.5021482110023499","0.5021482110023499","0.03443748876452446","0.03443748876452446","0.03443748876452446"
"247","0.4991283416748047","0.4991283416748047","0.4991283416748047","0.0334189273416996","0.0334189273416996","0.0334189273416996"
"248","0.49736979603767395","0.49736979603767395","0.49736979603767395","0.03404507786035538","0.03404507786035538","0.03404507786035538"
"249","0.4981127977371216","0.4981127977371216","0.4981127977371216","0.034623198211193085","0.034623198211193085","0.034623198211193085"
"250","0.4927118122577667","0.4927118122577667","0.4927118122577667","0.033088039606809616","0.033088039606809616","0.033088039606809616"
