"Step","Conventional RGCN - train_auc","Conventional RGCN - train_auc__MIN","Conventional RGCN - train_auc__MAX","Med-LINK - train_auc","Med-LINK - train_auc__MIN","Med-LINK - train_auc__MAX"
"29","0.7353275353846093","0.7353275353846093","0.7353275353846093","0.7497027138257693","0.7497027138257693","0.7497027138257693"
"30","0.7370604599158799","0.7370604599158799","0.7370604599158799","0.7542334182104705","0.7542334182104705","0.7542334182104705"
"31","0.7351571343814765","0.7351571343814765","0.7351571343814765","0.7497859301667383","0.7497859301667383","0.7497859301667383"
"32","0.735751690324548","0.735751690324548","0.735751690324548","0.7409745898276058","0.7409745898276058","0.7409745898276058"
"33","0.7367963584576269","0.7367963584576269","0.7367963584576269","0.7518866927870576","0.7518866927870576","0.7518866927870576"
"34","0.7361312696799193","0.7361312696799193","0.7361312696799193","0.7529375475353756","0.7529375475353756","0.7529375475353756"
"35","0.7365031317258331","0.7365031317258331","0.7365031317258331","0.7557514200065168","0.7557514200065168","0.7557514200065168"
"36","0.7412088766292979","0.7412088766292979","0.7412088766292979","0.7529926172199838","0.7529926172199838","0.7529926172199838"
"37","0.7374699455840131","0.7374699455840131","0.7374699455840131","0.7558982511004706","0.7558982511004706","0.7558982511004706"
"38","0.7395840429333224","0.7395840429333224","0.7395840429333224","0.7549194659438686","0.7549194659438686","0.7549194659438686"
"39","0.7374691374402342","0.7374691374402342","0.7374691374402342","0.7562542027711587","0.7562542027711587","0.7562542027711587"
"40","0.7412117101254687","0.7412117101254687","0.7412117101254687","0.7560737031805407","0.7560737031805407","0.7560737031805407"
"41","0.7448275768506591","0.7448275768506591","0.7448275768506591","0.7495269200856197","0.7495269200856197","0.7495269200856197"
"42","0.7431781325731538","0.7431781325731538","0.7431781325731538","0.7574463521509311","0.7574463521509311","0.7574463521509311"
"43","0.7464984783084179","0.7464984783084179","0.7464984783084179","0.7602723927851751","0.7602723927851751","0.7602723927851751"
"44","0.7463287353040811","0.7463287353040811","0.7463287353040811","0.7561952721136689","0.7561952721136689","0.7561952721136689"
"45","0.7484904756892559","0.7484904756892559","0.7484904756892559","0.7553846479111818","0.7553846479111818","0.7553846479111818"
"46","0.7504709750315106","0.7504709750315106","0.7504709750315106","0.7582083436445668","0.7582083436445668","0.7582083436445668"
"47","0.7499635120944019","0.7499635120944019","0.7499635120944019","0.7538389431175834","0.7538389431175834","0.7538389431175834"
"48","0.7478349344919115","0.7478349344919115","0.7478349344919115","0.7546475783448477","0.7546475783448477","0.7546475783448477"
"49","0.7515991080828817","0.7515991080828817","0.7515991080828817","0.7576985917989089","0.7576985917989089","0.7576985917989089"
"51","0.7543824001937136","0.7543824001937136","0.7543824001937136","0.7615750303270219","0.7615750303270219","0.7615750303270219"
"52","0.753228944709541","0.753228944709541","0.753228944709541","0.7548503817765007","0.7548503817765007","0.7548503817765007"
"53","0.751226590178005","0.751226590178005","0.751226590178005","0.7580528811756194","0.7580528811756194","0.7580528811756194"
"54","0.7539302034492548","0.7539302034492548","0.7539302034492548","0.7567561149802118","0.7567561149802118","0.7567561149802118"
"55","0.7514251439003601","0.7514251439003601","0.7514251439003601","0.7566962488588509","0.7566962488588509","0.7566962488588509"
"56","0.7479820469739684","0.7479820469739684","0.7479820469739684","0.7543599775919205","0.7543599775919205","0.7543599775919205"
"57","0.7521717114742483","0.7521717114742483","0.7521717114742483","0.754053533108701","0.754053533108701","0.754053533108701"
"58","0.7532574241100084","0.7532574241100084","0.7532574241100084","0.7539146358040253","0.7539146358040253","0.7539146358040253"
"59","0.7545529310134111","0.7545529310134111","0.7545529310134111","0.7602033164638633","0.7602033164638633","0.7602033164638633"
"60","0.756759982015955","0.756759982015955","0.756759982015955","0.7643425650607223","0.7643425650607223","0.7643425650607223"
"61","0.7564160690484436","0.7564160690484436","0.7564160690484436","0.7556196722421475","0.7556196722421475","0.7556196722421475"
"62","0.7528232051765591","0.7528232051765591","0.7528232051765591","0.7559033481838277","0.7559033481838277","0.7559033481838277"
"63","0.7551784489204297","0.7551784489204297","0.7551784489204297","0.7580302010805304","0.7580302010805304","0.7580302010805304"
"64","0.7519169439696493","0.7519169439696493","0.7519169439696493","0.7639067448185496","0.7639067448185496","0.7639067448185496"
"65","0.7539378537105963","0.7539378537105963","0.7539378537105963","0.760729811079972","0.760729811079972","0.760729811079972"
"66","0.7534292224244057","0.7534292224244057","0.7534292224244057","0.760319475541307","0.760319475541307","0.760319475541307"
"67","0.7527038342090571","0.7527038342090571","0.7527038342090571","0.7528517526950591","0.7528517526950591","0.7528517526950591"
"68","0.7528983504222682","0.7528983504222682","0.7528983504222682","0.7552352757649666","0.7552352757649666","0.7552352757649666"
"69","0.7575463843733284","0.7575463843733284","0.7575463843733284","0.7580399002324323","0.7580399002324323","0.7580399002324323"
"70","0.7548848067043014","0.7548848067043014","0.7548848067043014","0.7630031238095192","0.7630031238095192","0.7630031238095192"
"71","0.7566153178600419","0.7566153178600419","0.7566153178600419","0.7570959790261339","0.7570959790261339","0.7570959790261339"
"72","0.7513821885263785","0.7513821885263785","0.7513821885263785","0.7629497777607818","0.7629497777607818","0.7629497777607818"
"73","0.7488350552148973","0.7488350552148973","0.7488350552148973","0.7585154129591636","0.7585154129591636","0.7585154129591636"
"74","0.753663276697526","0.753663276697526","0.753663276697526","0.752826749810724","0.752826749810724","0.752826749810724"
"75","0.7509693875429019","0.7509693875429019","0.7509693875429019","0.760636602429914","0.760636602429914","0.760636602429914"
"76","0.7543423072036546","0.7543423072036546","0.7543423072036546","0.759962703244478","0.759962703244478","0.759962703244478"
"77","0.7540504421192342","0.7540504421192342","0.7540504421192342","0.7511825959148672","0.7511825959148672","0.7511825959148672"
"78","0.7544874018227368","0.7544874018227368","0.7544874018227368","0.7577567250117873","0.7577567250117873","0.7577567250117873"
"79","0.7548862796230158","0.7548862796230158","0.7548862796230158","0.7621156720955662","0.7621156720955662","0.7621156720955662"
"80","0.7555154605683188","0.7555154605683188","0.7555154605683188","0.7565959477307125","0.7565959477307125","0.7565959477307125"
"81","0.7515070374675977","0.7515070374675977","0.7515070374675977","0.7544544776314858","0.7544544776314858","0.7544544776314858"
"82","0.7490769230899814","0.7490769230899814","0.7490769230899814","0.7568235571820201","0.7568235571820201","0.7568235571820201"
"83","0.7504858575733868","0.7504858575733868","0.7504858575733868","0.7583102574938736","0.7583102574938736","0.7583102574938736"
"84","0.7490231469347141","0.7490231469347141","0.7490231469347141","0.7486327446582234","0.7486327446582234","0.7486327446582234"
"85","0.748512538085746","0.748512538085746","0.748512538085746","0.751491109617065","0.751491109617065","0.751491109617065"
"86","0.7493760543356333","0.7493760543356333","0.7493760543356333","0.7514077573966698","0.7514077573966698","0.7514077573966698"
"87","0.7532002634514482","0.7532002634514482","0.7532002634514482","0.7603672105900126","0.7603672105900126","0.7603672105900126"
"88","0.7584241244530178","0.7584241244530178","0.7584241244530178","0.7611709398923777","0.7611709398923777","0.7611709398923777"
"89","0.7580870603792085","0.7580870603792085","0.7580870603792085","0.7523415250930902","0.7523415250930902","0.7523415250930902"
"90","0.7540509852803002","0.7540509852803002","0.7540509852803002","0.7567532625821787","0.7567532625821787","0.7567532625821787"
"91","0.7525407428771029","0.7525407428771029","0.7525407428771029","0.7507869089629507","0.7507869089629507","0.7507869089629507"
"92","0.7532485591365262","0.7532485591365262","0.7532485591365262","0.7560419273665921","0.7560419273665921","0.7560419273665921"
"93","0.7510498541978449","0.7510498541978449","0.7510498541978449","0.7548846019935649","0.7548846019935649","0.7548846019935649"
"94","0.7476895213942795","0.7476895213942795","0.7476895213942795","0.7631267230879841","0.7631267230879841","0.7631267230879841"
"95","0.7456733970342788","0.7456733970342788","0.7456733970342788","0.7574260005513109","0.7574260005513109","0.7574260005513109"
"96","0.7492960070880529","0.7492960070880529","0.7492960070880529","0.7566312385777962","0.7566312385777962","0.7566312385777962"
"97","0.7527548774403275","0.7527548774403275","0.7527548774403275","0.7575438736353748","0.7575438736353748","0.7575438736353748"
"98","0.7523141773078963","0.7523141773078963","0.7523141773078963","0.7525006573764612","0.7525006573764612","0.7525006573764612"
"99","0.7503901995272682","0.7503901995272682","0.7503901995272682","0.764068684206812","0.764068684206812","0.764068684206812"
"100","0.7524348357418774","0.7524348357418774","0.7524348357418774","0.7540865407534578","0.7540865407534578","0.7540865407534578"
"102","0.7573650024580374","0.7573650024580374","0.7573650024580374","0.7593393208912758","0.7593393208912758","0.7593393208912758"
"103","0.7520389537084751","0.7520389537084751","0.7520389537084751","0.7611760291296787","0.7611760291296787","0.7611760291296787"
"104","0.7535722663697331","0.7535722663697331","0.7535722663697331","0.7553217075623831","0.7553217075623831","0.7553217075623831"
"105","0.757071646979596","0.757071646979596","0.757071646979596","0.7555102194028405","0.7555102194028405","0.7555102194028405"
"106","0.7574116180171923","0.7574116180171923","0.7574116180171923","0.7570966256124848","0.7570966256124848","0.7570966256124848"
"107","0.7544126495931108","0.7544126495931108","0.7544126495931108","0.7624706847359939","0.7624706847359939","0.7624706847359939"
"108","0.7578999155357082","0.7578999155357082","0.7578999155357082","0.7570983542413003","0.7570983542413003","0.7570983542413003"
"109","0.754925613685466","0.754925613685466","0.754925613685466","0.7543611448710856","0.7543611448710856","0.7543611448710856"
"110","0.7527017828220244","0.7527017828220244","0.7527017828220244","0.7616631747045027","0.7616631747045027","0.7616631747045027"
"111","0.7519608205419455","0.7519608205419455","0.7519608205419455","0.7586270716101531","0.7586270716101531","0.7586270716101531"
"112","0.7548688292809598","0.7548688292809598","0.7548688292809598","0.7544694372073671","0.7544694372073671","0.7544694372073671"
"113","0.7534653028700448","0.7534653028700448","0.7534653028700448","0.7619176144579402","0.7619176144579402","0.7619176144579402"
"114","0.7540901378135432","0.7540901378135432","0.7540901378135432","0.7548973757295432","0.7548973757295432","0.7548973757295432"
"115","0.7542680068355326","0.7542680068355326","0.7542680068355326","0.757368553511703","0.757368553511703","0.757368553511703"
"116","0.754695737080583","0.754695737080583","0.754695737080583","0.755610225233958","0.755610225233958","0.755610225233958"
"117","0.7591116914681891","0.7591116914681891","0.7591116914681891","0.756880885104231","0.756880885104231","0.756880885104231"
"118","0.7541107212284575","0.7541107212284575","0.7541107212284575","0.7542549492149788","0.7542549492149788","0.7542549492149788"
"119","0.7548698567576707","0.7548698567576707","0.7548698567576707","0.7514519684962673","0.7514519684962673","0.7514519684962673"
"120","0.7560083134356816","0.7560083134356816","0.7560083134356816","0.7551979549291853","0.7551979549291853","0.7551979549291853"
"121","0.7534661702158834","0.7534661702158834","0.7534661702158834","0.7541411614296736","0.7541411614296736","0.7541411614296736"
"122","0.7532570496391489","0.7532570496391489","0.7532570496391489","0.7578413151258525","0.7578413151258525","0.7578413151258525"
"123","0.7510191390280264","0.7510191390280264","0.7510191390280264","0.7532903732659835","0.7532903732659835","0.7532903732659835"
"124","0.7552026411645135","0.7552026411645135","0.7552026411645135","0.7545910885240845","0.7545910885240845","0.7545910885240845"
"125","0.7529294960552558","0.7529294960552558","0.7529294960552558","0.7545505789797742","0.7545505789797742","0.7545505789797742"
"126","0.7531764478180574","0.7531764478180574","0.7531764478180574","0.7605766114849333","0.7605766114849333","0.7605766114849333"
"127","0.7562303792917119","0.7562303792917119","0.7562303792917119","0.7577924056652038","0.7577924056652038","0.7577924056652038"
"128","0.7566516632883938","0.7566516632883938","0.7566516632883938","0.7545860970058459","0.7545860970058459","0.7545860970058459"
"129","0.7579782937131716","0.7579782937131716","0.7579782937131716","0.7557130264008826","0.7557130264008826","0.7557130264008826"
"130","0.7515085100296731","0.7515085100296731","0.7515085100296731","0.7599501816522118","0.7599501816522118","0.7599501816522118"
"131","0.7546008668498252","0.7546008668498252","0.7546008668498252","0.7586059471740065","0.7586059471740065","0.7586059471740065"
"132","0.7507528670653435","0.7507528670653435","0.7507528670653435","0.7543797396674161","0.7543797396674161","0.7543797396674161"
"133","0.7503158103560563","0.7503158103560563","0.7503158103560563","0.7536469697398279","0.7536469697398279","0.7536469697398279"
"134","0.7506344978965505","0.7506344978965505","0.7506344978965505","0.7622098811177775","0.7622098811177775","0.7622098811177775"
"135","0.7492186207234091","0.7492186207234091","0.7492186207234091","0.7571165339099353","0.7571165339099353","0.7571165339099353"
"136","0.747250006372959","0.747250006372959","0.747250006372959","0.7529856509920789","0.7529856509920789","0.7529856509920789"
"137","0.7532301540720979","0.7532301540720979","0.7532301540720979","0.7601605740033133","0.7601605740033133","0.7601605740033133"
"138","0.7527171293511273","0.7527171293511273","0.7527171293511273","0.7601690673590471","0.7601690673590471","0.7601690673590471"
"139","0.7550077840045006","0.7550077840045006","0.7550077840045006","0.7570663779962823","0.7570663779962823","0.7570663779962823"
"140","0.7533322626462515","0.7533322626462515","0.7533322626462515","0.7618899542570579","0.7618899542570579","0.7618899542570579"
"141","0.7568091582425114","0.7568091582425114","0.7568091582425114","0.7581329469684235","0.7581329469684235","0.7581329469684235"
"142","0.7546714827813281","0.7546714827813281","0.7546714827813281","0.7552948886726987","0.7552948886726987","0.7552948886726987"
"143","0.7570563475268296","0.7570563475268296","0.7570563475268296","0.7568151704613215","0.7568151704613215","0.7568151704613215"
"144","0.7566440126704134","0.7566440126704134","0.7566440126704134","0.7546999796571024","0.7546999796571024","0.7546999796571024"
"145","0.756914518293643","0.756914518293643","0.756914518293643","0.7577263094186564","0.7577263094186564","0.7577263094186564"
"146","0.758937970513407","0.758937970513407","0.758937970513407","0.7557000540170292","0.7557000540170292","0.7557000540170292"
"147","0.7555305257093186","0.7555305257093186","0.7555305257093186","0.7520641837717983","0.7520641837717983","0.7520641837717983"
"148","0.756263067031363","0.756263067031363","0.756263067031363","0.7580861384676162","0.7580861384676162","0.7580861384676162"
"149","0.7575526562252679","0.7575526562252679","0.7575526562252679","0.762724443665745","0.762724443665745","0.762724443665745"
"150","0.7536585630010013","0.7536585630010013","0.7536585630010013","0.7622258132479771","0.7622258132479771","0.7622258132479771"
"151","0.7544281155962498","0.7544281155962498","0.7544281155962498","0.7512203671855968","0.7512203671855968","0.7512203671855968"
"153","0.7521643722020398","0.7521643722020398","0.7521643722020398","0.7570388176542957","0.7570388176542957","0.7570388176542957"
"154","0.752986780824158","0.752986780824158","0.752986780824158","0.7567857056675349","0.7567857056675349","0.7567857056675349"
"155","0.7534539007673293","0.7534539007673293","0.7534539007673293","0.7691021107275395","0.7691021107275395","0.7691021107275395"
"156","0.7539849735571753","0.7539849735571753","0.7539849735571753","0.7509418546621118","0.7509418546621118","0.7509418546621118"
"157","0.7580779036750948","0.7580779036750948","0.7580779036750948","0.75973353100145","0.75973353100145","0.75973353100145"
"158","0.7552624063570618","0.7552624063570618","0.7552624063570618","0.7634459234752364","0.7634459234752364","0.7634459234752364"
"159","0.7562834617842918","0.7562834617842918","0.7562834617842918","0.7588719666363383","0.7588719666363383","0.7588719666363383"
"160","0.7524710945069732","0.7524710945069732","0.7524710945069732","0.7618729846642579","0.7618729846642579","0.7618729846642579"
"161","0.752796111318272","0.752796111318272","0.752796111318272","0.7647922549902555","0.7647922549902555","0.7647922549902555"
"162","0.7536972219459875","0.7536972219459875","0.7536972219459875","0.7664856699927304","0.7664856699927304","0.7664856699927304"
"163","0.7560231660198888","0.7560231660198888","0.7560231660198888","0.7971575609658406","0.7971575609658406","0.7971575609658406"
"164","0.7523188086208319","0.7523188086208319","0.7523188086208319","0.7949485263376579","0.7949485263376579","0.7949485263376579"
"165","0.7523393339036032","0.7523393339036032","0.7523393339036032","0.8387544766395302","0.8387544766395302","0.8387544766395302"
"166","0.7557527766609452","0.7557527766609452","0.7557527766609452","0.9160286797716217","0.9160286797716217","0.9160286797716217"
"167","0.7546051814674052","0.7546051814674052","0.7546051814674052","0.8624103982086815","0.8624103982086815","0.8624103982086815"
"168","0.7596573079929431","0.7596573079929431","0.7596573079929431","0.8196866037826811","0.8196866037826811","0.8196866037826811"
"169","0.7559820719443985","0.7559820719443985","0.7559820719443985","0.7874377906985631","0.7874377906985631","0.7874377906985631"
"170","0.754830148224361","0.754830148224361","0.754830148224361","0.7926500252715404","0.7926500252715404","0.7926500252715404"
"171","0.7533488114051332","0.7533488114051332","0.7533488114051332","0.8465522523951796","0.8465522523951796","0.8465522523951796"
"172","0.7537334924801676","0.7537334924801676","0.7537334924801676","0.9166663201919619","0.9166663201919619","0.9166663201919619"
"173","0.7533341942026093","0.7533341942026093","0.7533341942026093","0.9489269280382395","0.9489269280382395","0.9489269280382395"
"174","0.754478895271363","0.754478895271363","0.754478895271363","0.9669018905727689","0.9669018905727689","0.9669018905727689"
"175","0.752301995949154","0.752301995949154","0.752301995949154","0.9732764584424021","0.9732764584424021","0.9732764584424021"
"176","0.7567725267897505","0.7567725267897505","0.7567725267897505","0.9787121561826742","0.9787121561826742","0.9787121561826742"
"177","0.7549273173495574","0.7549273173495574","0.7549273173495574","0.9770898571194595","0.9770898571194595","0.9770898571194595"
"178","0.7549302164672884","0.7549302164672884","0.7549302164672884","0.9817252118438536","0.9817252118438536","0.9817252118438536"
"179","0.7533191586626391","0.7533191586626391","0.7533191586626391","0.9800217927632058","0.9800217927632058","0.9800217927632058"
"180","0.7525043639246931","0.7525043639246931","0.7525043639246931","0.9798788133695219","0.9798788133695219","0.9798788133695219"
"181","0.750826400303162","0.750826400303162","0.750826400303162","0.9837618490042636","0.9837618490042636","0.9837618490042636"
"182","0.7511939348924949","0.7511939348924949","0.7511939348924949","0.9812476566460625","0.9812476566460625","0.9812476566460625"
"183","0.7558876161280588","0.7558876161280588","0.7558876161280588","0.9827544271694333","0.9827544271694333","0.9827544271694333"
"184","0.7556109246028679","0.7556109246028679","0.7556109246028679","0.9824891937392677","0.9824891937392677","0.9824891937392677"
"185","0.75767129822283","0.75767129822283","0.75767129822283","0.9819693272573733","0.9819693272573733","0.9819693272573733"
"186","0.7548814325435373","0.7548814325435373","0.7548814325435373","0.9823968684837991","0.9823968684837991","0.9823968684837991"
"187","0.7549006275631598","0.7549006275631598","0.7549006275631598","0.9823905559750237","0.9823905559750237","0.9823905559750237"
"188","0.7549180236961008","0.7549180236961008","0.7549180236961008","0.9820230046236614","0.9820230046236614","0.9820230046236614"
"189","0.753303220826217","0.753303220826217","0.753303220826217","0.9813156402257422","0.9813156402257422","0.9813156402257422"
"190","0.754559615139935","0.754559615139935","0.754559615139935","0.9822637975890594","0.9822637975890594","0.9822637975890594"
"191","0.7546385339819919","0.7546385339819919","0.7546385339819919","0.9829053567577851","0.9829053567577851","0.9829053567577851"
"192","0.7541427424099787","0.7541427424099787","0.7541427424099787","0.9837118428789547","0.9837118428789547","0.9837118428789547"
"193","0.7562027618874991","0.7562027618874991","0.7562027618874991","0.9830269506556374","0.9830269506556374","0.9830269506556374"
"194","0.7560773212823219","0.7560773212823219","0.7560773212823219","0.982568267362613","0.982568267362613","0.982568267362613"
"195","0.752876827263816","0.752876827263816","0.752876827263816","0.9836768612378095","0.9836768612378095","0.9836768612378095"
"196","0.7509222238297365","0.7509222238297365","0.7509222238297365","0.9829526092740403","0.9829526092740403","0.9829526092740403"
"197","0.7513996213931275","0.7513996213931275","0.7513996213931275","0.983471558480648","0.983471558480648","0.983471558480648"
"198","0.7527330119085178","0.7527330119085178","0.7527330119085178","0.9834920120789977","0.9834920120789977","0.9834920120789977"
"199","0.7535977410873512","0.7535977410873512","0.7535977410873512","0.9829684012451466","0.9829684012451466","0.9829684012451466"
"200","0.7538969575697033","0.7538969575697033","0.7538969575697033","0.984301650174888","0.984301650174888","0.984301650174888"
"201","0.7550842602266363","0.7550842602266363","0.7550842602266363","0.9834258430781118","0.9834258430781118","0.9834258430781118"
"202","0.7566136081330888","0.7566136081330888","0.7566136081330888","0.984160306683902","0.984160306683902","0.984160306683902"
"204","0.7554823662603057","0.7554823662603057","0.7554823662603057","0.9834364537990775","0.9834364537990775","0.9834364537990775"
"205","0.7578816299453159","0.7578816299453159","0.7578816299453159","0.9839702359747524","0.9839702359747524","0.9839702359747524"
"206","0.7526612126490987","0.7526612126490987","0.7526612126490987","0.9828811309896435","0.9828811309896435","0.9828811309896435"
"207","0.7540843613330552","0.7540843613330552","0.7540843613330552","0.9841000996157394","0.9841000996157394","0.9841000996157394"
"208","0.7550683313061871","0.7550683313061871","0.7550683313061871","0.9835423591511082","0.9835423591511082","0.9835423591511082"
"209","0.7547478573613734","0.7547478573613734","0.7547478573613734","0.9828752988734848","0.9828752988734848","0.9828752988734848"
"210","0.7549310477925967","0.7549310477925967","0.7549310477925967","0.9819744282637585","0.9819744282637585","0.9819744282637585"
"211","0.750702581335126","0.750702581335126","0.750702581335126","0.9821575024306957","0.9821575024306957","0.9821575024306957"
"212","0.7534656413203741","0.7534656413203741","0.7534656413203741","0.98350511285286","0.98350511285286","0.98350511285286"
"213","0.7515774732964491","0.7515774732964491","0.7515774732964491","0.9818853790933527","0.9818853790933527","0.9818853790933527"
"214","0.7553643145001461","0.7553643145001461","0.7553643145001461","0.9820822548296182","0.9820822548296182","0.9820822548296182"
"215","0.7547885209736946","0.7547885209736946","0.7547885209736946","0.9828888108520148","0.9828888108520148","0.9828888108520148"
"216","0.7557311194062613","0.7557311194062613","0.7557311194062613","0.9830931357052745","0.9830931357052745","0.9830931357052745"
"217","0.7530326656301782","0.7530326656301782","0.7530326656301782","0.9835383804873851","0.9835383804873851","0.9835383804873851"
"218","0.7548634843335578","0.7548634843335578","0.7548634843335578","0.9828363239464211","0.9828363239464211","0.9828363239464211"
"219","0.7523971151138736","0.7523971151138736","0.7523971151138736","0.984084101150702","0.984084101150702","0.984084101150702"
"220","0.7605033963690259","0.7605033963690259","0.7605033963690259","0.9840170198674745","0.9840170198674745","0.9840170198674745"
"221","0.755483996100142","0.755483996100142","0.755483996100142","0.9834366424610629","0.9834366424610629","0.9834366424610629"
"222","0.7547978082076507","0.7547978082076507","0.7547978082076507","0.9841851833180617","0.9841851833180617","0.9841851833180617"
"223","0.7544398236951535","0.7544398236951535","0.7544398236951535","0.9835994491951636","0.9835994491951636","0.9835994491951636"
"224","0.7539920967062023","0.7539920967062023","0.7539920967062023","0.9828957728002525","0.9828957728002525","0.9828957728002525"
"225","0.7524850472912008","0.7524850472912008","0.7524850472912008","0.9836103413042323","0.9836103413042323","0.9836103413042323"
"226","0.7517026353666347","0.7517026353666347","0.7517026353666347","0.9830872786243917","0.9830872786243917","0.9830872786243917"
"227","0.7533674361591326","0.7533674361591326","0.7533674361591326","0.9835853081055895","0.9835853081055895","0.9835853081055895"
"228","0.7540583031541739","0.7540583031541739","0.7540583031541739","0.984296631195453","0.984296631195453","0.984296631195453"
"229","0.7538312079761803","0.7538312079761803","0.7538312079761803","0.9838657589615715","0.9838657589615715","0.9838657589615715"
"230","0.7543527107174113","0.7543527107174113","0.7543527107174113","0.9846348436465651","0.9846348436465651","0.9846348436465651"
"231","0.7571552335117575","0.7571552335117575","0.7571552335117575","0.9835708410480483","0.9835708410480483","0.9835708410480483"
"232","0.7559383579994472","0.7559383579994472","0.7559383579994472","0.9842775891739245","0.9842775891739245","0.9842775891739245"
"233","0.7549207362916797","0.7549207362916797","0.7549207362916797","0.9831478758555263","0.9831478758555263","0.9831478758555263"
"234","0.7513408291115364","0.7513408291115364","0.7513408291115364","0.9838692023102851","0.9838692023102851","0.9838692023102851"
"235","0.7522454144721897","0.7522454144721897","0.7522454144721897","0.9834784672896877","0.9834784672896877","0.9834784672896877"
"236","0.7580121715568784","0.7580121715568784","0.7580121715568784","0.9835181180474933","0.9835181180474933","0.9835181180474933"
"237","0.7562556970882078","0.7562556970882078","0.7562556970882078","0.9837744051905045","0.9837744051905045","0.9837744051905045"
"238","0.755887391088904","0.755887391088904","0.755887391088904","0.9846401761116055","0.9846401761116055","0.9846401761116055"
"239","0.7553779459527121","0.7553779459527121","0.7553779459527121","0.9834463519554932","0.9834463519554932","0.9834463519554932"
"240","0.7549633949420851","0.7549633949420851","0.7549633949420851","0.9844004216787247","0.9844004216787247","0.9844004216787247"
"241","0.749103175280432","0.749103175280432","0.749103175280432","0.9833300088523699","0.9833300088523699","0.9833300088523699"
"242","0.7518496101860708","0.7518496101860708","0.7518496101860708","0.9845386363765191","0.9845386363765191","0.9845386363765191"
"243","0.756009144047712","0.756009144047712","0.756009144047712","0.9841955001685622","0.9841955001685622","0.9841955001685622"
